Title,lat,lon,url
CAMARA-CGT VALENCIA_95,"39,780052","-0,39301112",http://infocar.dgt.es/etraffic/data/camaras/95.jpg
CAMARA-CGT VALENCIA_96,"39,829266","-0,46426943",http://infocar.dgt.es/etraffic/data/camaras/96.jpg
CAMARA-CGT VALENCIA_97,"39,487755","-2,1557388",http://infocar.dgt.es/etraffic/data/camaras/97.jpg
CAMARA-CGT VALENCIA_98,"39,53493","-1,9012778",http://infocar.dgt.es/etraffic/data/camaras/98.jpg
CAMARA-CGT VALENCIA_99,"39,50993","-1,6740917",http://infocar.dgt.es/etraffic/data/camaras/99.jpg
CAMARA-CGT VALENCIA_100,"39,529404","-1,5667111",http://infocar.dgt.es/etraffic/data/camaras/100.jpg
CAMARA-CGT VALENCIA_101,"39,54305","-1,520225",http://infocar.dgt.es/etraffic/data/camaras/101.jpg
CAMARA-CGT VALENCIA_102,"39,548958","-1,4965667",http://infocar.dgt.es/etraffic/data/camaras/102.jpg
CAMARA-CGT VALENCIA_103,"39,527874","-1,4324056",http://infocar.dgt.es/etraffic/data/camaras/103.jpg
CAMARA-CGT VALENCIA_104,"39,55529","-1,1912055",http://infocar.dgt.es/etraffic/data/camaras/104.jpg
CAMARA-CGT VALENCIA_105,"39,51153","-1,1282834",http://infocar.dgt.es/etraffic/data/camaras/105.jpg
CAMARA-CGT VALENCIA_106,"39,48403","-1,0614083",http://infocar.dgt.es/etraffic/data/camaras/106.jpg
CAMARA-CGT VALENCIA_107,"39,471546","-1,0135528",http://infocar.dgt.es/etraffic/data/camaras/107.jpg
CAMARA-CGT VALENCIA_108,"39,455925","-0,9028528",http://infocar.dgt.es/etraffic/data/camaras/108.jpg
CAMARA-CGT VALENCIA_109,"39,428886","-0,7998",http://infocar.dgt.es/etraffic/data/camaras/109.jpg
CAMARA-CGT VALENCIA_110,"39,452145","-0,7321417",http://infocar.dgt.es/etraffic/data/camaras/110.jpg
CAMARA-CGT VALENCIA_111,"39,473362","-0,645675",http://infocar.dgt.es/etraffic/data/camaras/111.jpg
CAMARA-CGT VALENCIA_112,"39,473877","-0,58961666",http://infocar.dgt.es/etraffic/data/camaras/112.jpg
CAMARA-CGT VALENCIA_113,"39,4713","-0,5318278",http://infocar.dgt.es/etraffic/data/camaras/113.jpg
CAMARA-CGT VALENCIA_114,"39,47512","-0,48474443",http://infocar.dgt.es/etraffic/data/camaras/114.jpg
CAMARA-CGT VALENCIA_115,"39,48198","-0,45796388",http://infocar.dgt.es/etraffic/data/camaras/115.jpg
CAMARA-CGT VALENCIA_116,"39,47039","-0,42516",http://infocar.dgt.es/etraffic/data/camaras/116.jpg
CAMARA-CGT VALENCIA_117,"38,314976","-1,4874222",http://infocar.dgt.es/etraffic/data/camaras/117.jpg
CAMARA-CGT VALENCIA_118,"38,248226","-1,4126084",http://infocar.dgt.es/etraffic/data/camaras/118.jpg
CAMARA-CGT VALENCIA_119,"38,185493","-1,322825",http://infocar.dgt.es/etraffic/data/camaras/119.jpg
CAMARA-CGT VALENCIA_120,"38,124023","-1,2536056",http://infocar.dgt.es/etraffic/data/camaras/120.jpg
CAMARA-CGT VALENCIA_121,"38,10073","-1,2318722",http://infocar.dgt.es/etraffic/data/camaras/121.jpg
CAMARA-CGT VALENCIA_122,"38,0725","-1,2030972",http://infocar.dgt.es/etraffic/data/camaras/122.jpg
CAMARA-CGT VALENCIA_123,"39,22581","-2,1877666",http://infocar.dgt.es/etraffic/data/camaras/123.jpg
CAMARA-CGT VALENCIA_124,"38,847057","-1,0142223",http://infocar.dgt.es/etraffic/data/camaras/124.jpg
CAMARA-CGT VALENCIA_125,"38,731735","-0,93918335",http://infocar.dgt.es/etraffic/data/camaras/125.jpg
CAMARA-CGT VALENCIA_126,"38,645485","-0,8662028",http://infocar.dgt.es/etraffic/data/camaras/126.jpg
CAMARA-CGT VALENCIA_127,"38,49053","-0,77844447",http://infocar.dgt.es/etraffic/data/camaras/127.jpg
CAMARA-CGT VALENCIA_128,"38,392284","-0,74524724",http://infocar.dgt.es/etraffic/data/camaras/128.jpg
CAMARA-CGT VALENCIA_129,"38,351498","-0,66868055",http://infocar.dgt.es/etraffic/data/camaras/129.jpg
CAMARA-CGT VALENCIA_130,"38,34485","-0,564225",http://infocar.dgt.es/etraffic/data/camaras/130.jpg
CAMARA-CGT VALENCIA_131,"38,826664","-0,8923972",http://infocar.dgt.es/etraffic/data/camaras/131.jpg
CAMARA-CGT VALENCIA_132,"38,94301","-0,6439389",http://infocar.dgt.es/etraffic/data/camaras/132.jpg
CAMARA-CGT VALENCIA_133,"38,97912","-0,6008889",http://infocar.dgt.es/etraffic/data/camaras/133.jpg
CAMARA-CGT VALENCIA_134,"38,988956","-0,58644724",http://infocar.dgt.es/etraffic/data/camaras/134.jpg
CAMARA-CGT VALENCIA_135,"39,632504","-0,30326667",http://infocar.dgt.es/etraffic/data/camaras/135.jpg
CAMARA-CGT VALENCIA_136,"39,609257","-0,34463057",http://infocar.dgt.es/etraffic/data/camaras/136.jpg
CAMARA-CGT VALENCIA_137,"39,58895","-0,38313055",http://infocar.dgt.es/etraffic/data/camaras/137.jpg
CAMARA-CGT VALENCIA_138,"39,558155","-0,43088055",http://infocar.dgt.es/etraffic/data/camaras/138.jpg
CAMARA-CGT VALENCIA_139,"39,53984","-0,45343888",http://infocar.dgt.es/etraffic/data/camaras/139.jpg
CAMARA-CGT VALENCIA_140,"39,521084","-0,47518888",http://infocar.dgt.es/etraffic/data/camaras/140.jpg
CAMARA-CGT VALENCIA_141,"39,50829","-0,5093222",http://infocar.dgt.es/etraffic/data/camaras/141.jpg
CAMARA-CGT VALENCIA_142,"39,472397","-0,54955554",http://infocar.dgt.es/etraffic/data/camaras/142.jpg
CAMARA-CGT VALENCIA_143,"39,43598","-0,53665",http://infocar.dgt.es/etraffic/data/camaras/143.jpg
CAMARA-CGT VALENCIA_144,"39,4171","-0,5093",http://infocar.dgt.es/etraffic/data/camaras/144.jpg
CAMARA-CGT VALENCIA_145,"39,38685","-0,47769445",http://infocar.dgt.es/etraffic/data/camaras/145.jpg
CAMARA-CGT VALENCIA_146,"39,37122","-0,45416668",http://infocar.dgt.es/etraffic/data/camaras/146.jpg
CAMARA-CGT VALENCIA_147,"38,29457","-0,6856694",http://infocar.dgt.es/etraffic/data/camaras/147.jpg
CAMARA-CGT VALENCIA_148,"38,28465","-0,7242472",http://infocar.dgt.es/etraffic/data/camaras/148.jpg
CAMARA-CGT VALENCIA_149,"38,254494","-0,7628861",http://infocar.dgt.es/etraffic/data/camaras/149.jpg
CAMARA-CGT VALENCIA_150,"38,21669","-0,8185028",http://infocar.dgt.es/etraffic/data/camaras/150.jpg
CAMARA-CGT VALENCIA_151,"38,175594","-0,85985553",http://infocar.dgt.es/etraffic/data/camaras/151.jpg
CAMARA-CGT VALENCIA_152,"38,15214","-0,91614723",http://infocar.dgt.es/etraffic/data/camaras/152.jpg
CAMARA-CGT VALENCIA_153,"38,122784","-0,9670889",http://infocar.dgt.es/etraffic/data/camaras/153.jpg
CAMARA-CGT VALENCIA_154,"38,09419","-1,0591389",http://infocar.dgt.es/etraffic/data/camaras/154.jpg
CAMARA-CGT VALENCIA_155,"37,999767","-1,1887167",http://infocar.dgt.es/etraffic/data/camaras/155.jpg
CAMARA-CGT VALENCIA_156,"38,049145","-1,1204473",http://infocar.dgt.es/etraffic/data/camaras/156.jpg
CAMARA-CGT VALENCIA_157,"38,03036","-1,1550806",http://infocar.dgt.es/etraffic/data/camaras/157.jpg
CAMARA-CGT VALENCIA_158,"38,339863","-0,5446111",http://infocar.dgt.es/etraffic/data/camaras/158.jpg
CAMARA-CGT VALENCIA_159,"38,306896","-0,5766639",http://infocar.dgt.es/etraffic/data/camaras/159.jpg
CAMARA-CGT VALENCIA_167,"39,4287","-0,34130555",http://infocar.dgt.es/etraffic/data/camaras/167.jpg
CAMARA-CGT VALENCIA_168,"39,426582","-0,34181666",http://infocar.dgt.es/etraffic/data/camaras/168.jpg
CAMARA-CGT VALENCIA_169,"39,407745","-0,33716112",http://infocar.dgt.es/etraffic/data/camaras/169.jpg
CAMARA-CGT VALENCIA_170,"39,389996","-0,33471945",http://infocar.dgt.es/etraffic/data/camaras/170.jpg
CAMARA-CGT VALENCIA_171,"39,37653","-0,33154443",http://infocar.dgt.es/etraffic/data/camaras/171.jpg
CAMARA-CGT VALENCIA_172,"39,026356","-0,55175835",http://infocar.dgt.es/etraffic/data/camaras/172.jpg
CAMARA-CGT VALENCIA_173,"39,047527","-0,5491083",http://infocar.dgt.es/etraffic/data/camaras/173.jpg
CAMARA-CGT VALENCIA_174,"39,193737","-0,4949611",http://infocar.dgt.es/etraffic/data/camaras/174.jpg
CAMARA-CGT VALENCIA_175,"39,3249","-0,43554166",http://infocar.dgt.es/etraffic/data/camaras/175.jpg
CAMARA-CGT VALENCIA_176,"39,58636","-0,2943111",http://infocar.dgt.es/etraffic/data/camaras/176.jpg
CAMARA-CGT VALENCIA_177,"39,551666","-0,29722777",http://infocar.dgt.es/etraffic/data/camaras/177.jpg
CAMARA-CGT VALENCIA_178,"39,50862","-0,32485",http://infocar.dgt.es/etraffic/data/camaras/178.jpg
CAMARA-CGT VALENCIA_179,"39,66362","-0,2785",http://infocar.dgt.es/etraffic/data/camaras/179.jpg
CAMARA-CGT VALENCIA_180,"39,434544","-0,35750556",http://infocar.dgt.es/etraffic/data/camaras/180.jpg
CAMARA-CGT VALENCIA_181,"39,433647","-0,37124166",http://infocar.dgt.es/etraffic/data/camaras/181.jpg
CAMARA-CGT VALENCIA_182,"39,43827","-0,38944444",http://infocar.dgt.es/etraffic/data/camaras/182.jpg
CAMARA-CGT VALENCIA_183,"39,43802","-0,396525",http://infocar.dgt.es/etraffic/data/camaras/183.jpg
CAMARA-CGT VALENCIA_184,"39,45262","-0,40893334",http://infocar.dgt.es/etraffic/data/camaras/184.jpg
CAMARA-CGT VALENCIA_185,"39,479733","-0,428725",http://infocar.dgt.es/etraffic/data/camaras/185.jpg
CAMARA-CGT VALENCIA_186,"39,48727","-0,43405",http://infocar.dgt.es/etraffic/data/camaras/186.jpg
CAMARA-CGT VALENCIA_187,"39,5064","-0,4607472",http://infocar.dgt.es/etraffic/data/camaras/187.jpg
CAMARA-CGT VALENCIA_188,"39,513367","-0,47700557",http://infocar.dgt.es/etraffic/data/camaras/188.jpg
CAMARA-CGT VALENCIA_189,"39,348984","-0,42906666",http://infocar.dgt.es/etraffic/data/camaras/189.jpg
CAMARA-CGT VALENCIA_190,"39,36448","-0,4260722",http://infocar.dgt.es/etraffic/data/camaras/190.jpg
CAMARA-CGT VALENCIA_191,"39,38743","-0,39559445",http://infocar.dgt.es/etraffic/data/camaras/191.jpg
CAMARA-CGT VALENCIA_327,"38,96896","-1,8183777",http://infocar.dgt.es/etraffic/data/camaras/327.jpg
CAMARA-CGT VALENCIA_329,"38,941463","-1,8332167",http://infocar.dgt.es/etraffic/data/camaras/329.jpg
CAMARA-CGT VALENCIA_331,"38,88785","-1,7829194",http://infocar.dgt.es/etraffic/data/camaras/331.jpg
CAMARA-CGT VALENCIA_338,"38,82154","-1,7468972",http://infocar.dgt.es/etraffic/data/camaras/338.jpg
CAMARA-CGT VALENCIA_343,"38,79977","-1,7401055",http://infocar.dgt.es/etraffic/data/camaras/343.jpg
CAMARA-CGT VALENCIA_344,"38,672916","-1,6688305",http://infocar.dgt.es/etraffic/data/camaras/344.jpg
CAMARA-CGT VALENCIA_347,"38,63378","-1,666075",http://infocar.dgt.es/etraffic/data/camaras/347.jpg
CAMARA-CGT VALENCIA_348,"38,60387","-1,6752305",http://infocar.dgt.es/etraffic/data/camaras/348.jpg
CAMARA-CGT VALENCIA_351,"38,564083","-1,6890167",http://infocar.dgt.es/etraffic/data/camaras/351.jpg
CAMARA-CGT VALENCIA_352,"38,538006","-1,6903278",http://infocar.dgt.es/etraffic/data/camaras/352.jpg
CAMARA-CGT VALENCIA_359,"38,499622","-1,6464889",http://infocar.dgt.es/etraffic/data/camaras/359.jpg
CAMARA-CGT VALENCIA_360,"38,415405","-1,5742",http://infocar.dgt.es/etraffic/data/camaras/360.jpg
CAMARA-CGT VALENCIA_361,"38,37013","-1,5300862",http://infocar.dgt.es/etraffic/data/camaras/361.jpg
CAMARA-CGT VALENCIA_362,"39,21627","-2,1766138",http://infocar.dgt.es/etraffic/data/camaras/362.jpg
CAMARA-CGT VALENCIA_363,"39,19801","-2,1415834",http://infocar.dgt.es/etraffic/data/camaras/363.jpg
CAMARA-CGT VALENCIA_364,"39,136745","-2,0378416",http://infocar.dgt.es/etraffic/data/camaras/364.jpg
CAMARA-CGT VALENCIA_366,"39,11876","-2,0005305",http://infocar.dgt.es/etraffic/data/camaras/366.jpg
CAMARA-CGT VALENCIA_367,"39,10737","-1,98545",http://infocar.dgt.es/etraffic/data/camaras/367.jpg
CAMARA-CGT VALENCIA_368,"39,030643","-1,8967222",http://infocar.dgt.es/etraffic/data/camaras/368.jpg
CAMARA-CGT VALENCIA_369,"39,014908","-1,8577583",http://infocar.dgt.es/etraffic/data/camaras/369.jpg
CAMARA-CGT VALENCIA_370,"38,994823","-1,8404695",http://infocar.dgt.es/etraffic/data/camaras/370.jpg
CAMARA-CGT VALENCIA_371,"38,959927","-1,8024973",http://infocar.dgt.es/etraffic/data/camaras/371.jpg
CAMARA-CGT VALENCIA_372,"38,915104","-1,7305639",http://infocar.dgt.es/etraffic/data/camaras/372.jpg
CAMARA-CGT VALENCIA_373,"38,906525","-1,6917695",http://infocar.dgt.es/etraffic/data/camaras/373.jpg
CAMARA-CGT VALENCIA_375,"38,922565","-1,5827528",http://infocar.dgt.es/etraffic/data/camaras/375.jpg
CAMARA-CGT VALENCIA_376,"38,900585","-1,473239",http://infocar.dgt.es/etraffic/data/camaras/376.jpg
CAMARA-CGT VALENCIA_377,"38,877262","-1,325625",http://infocar.dgt.es/etraffic/data/camaras/377.jpg
CAMARA-CGT VALENCIA_378,"38,88003","-1,2010388",http://infocar.dgt.es/etraffic/data/camaras/378.jpg
CAMARA-CGT VALENCIA_380,"38,883472","-1,097511",http://infocar.dgt.es/etraffic/data/camaras/380.jpg
CAMARA-CGT VALENCIA_523,"39,40878","-0,33716112",http://infocar.dgt.es/etraffic/data/camaras/523.jpg
CAMARA-CGT VALENCIA_1089,"39,376125","-0,4118889",http://infocar.dgt.es/etraffic/data/camaras/1089.jpg
CAMARA-CGT VALENCIA_1206,"40,557045","0,42610556",http://infocar.dgt.es/etraffic/data/camaras/1206.jpg
CAMARA-CGT VALENCIA_1207,"40,459076","0,40668055",http://infocar.dgt.es/etraffic/data/camaras/1207.jpg
CAMARA-CGT VALENCIA_1208,"40,406136","0,37775278",http://infocar.dgt.es/etraffic/data/camaras/1208.jpg
CAMARA-CGT VALENCIA_1209,"40,398876","0,37095",http://infocar.dgt.es/etraffic/data/camaras/1209.jpg
CAMARA-CGT VALENCIA_1210,"40,22649","0,2107606",http://infocar.dgt.es/etraffic/data/camaras/1210.jpg
CAMARA-CGT VALENCIA_1211,"40,227806","0,20372222",http://infocar.dgt.es/etraffic/data/camaras/1211.jpg
CAMARA-CGT VALENCIA_1212,"40,132904","0,13989723",http://infocar.dgt.es/etraffic/data/camaras/1212.jpg
CAMARA-CGT VALENCIA_1213,"40,10475","0,13613333",http://infocar.dgt.es/etraffic/data/camaras/1213.jpg
CAMARA-CGT VALENCIA_1214,"40,107178","0,13120833",http://infocar.dgt.es/etraffic/data/camaras/1214.jpg
CAMARA-CGT VALENCIA_1215,"40,022232","-0,02911389",http://infocar.dgt.es/etraffic/data/camaras/1215.jpg
CAMARA-CGT VALENCIA_1216,"40,02587","-0,030975",http://infocar.dgt.es/etraffic/data/camaras/1216.jpg
CAMARA-CGT VALENCIA_1217,"39,985252","-0,088427775",http://infocar.dgt.es/etraffic/data/camaras/1217.jpg
CAMARA-CGT VALENCIA_1218,"39,983807","-0,09521111",http://infocar.dgt.es/etraffic/data/camaras/1218.jpg
CAMARA-CGT VALENCIA_1219,"39,90103","-0,11841389",http://infocar.dgt.es/etraffic/data/camaras/1219.jpg
CAMARA-CGT VALENCIA_1220,"39,897552","-0,13164444",http://infocar.dgt.es/etraffic/data/camaras/1220.jpg
CAMARA-CGT VALENCIA_1221,"39,865044","-0,12234722",http://infocar.dgt.es/etraffic/data/camaras/1221.jpg
